"";"APPEZZAMENTO";"LAV";"RIGA.CAMPO";"REPLICA";"COND";"SUBJECT";"Sample.Name";"Sample.quantity";"Stirrer.speed";"Ultrasonic.level";"HUMIDITY";"NOMI.RIGA";"d.1";"d.5";"d.9";"D..4..3....Volume.weighted.mean";"TIME";"X0.020000";"X0.022440";"X0.025179";"X0.028251";"X0.031698";"X0.035566";"X0.039905";"X0.044774";"X0.050238";"X0.056368";"X0.063246";"X0.070963";"X0.079621";"X0.089337";"X0.100237";"X0.112468";"X0.126191";"X0.141589";"X0.158866";"X0.178250";"X0.200000";"X0.224404";"X0.251785";"X0.282508";"X0.316979";"X0.355656";"X0.399052";"X0.447744";"X0.502377";"X0.563677";"X0.632456";"X0.709627";"X0.796214";"X0.893367";"X1.002374";"X1.124683";"X1.261915";"X1.415892";"X1.588656";"X1.782502";"X2.000000";"X2.244037";"X2.517851";"X2.825075";"X3.169786";"X3.556559";"X3.990525";"X4.477442";"X5.023773";"X5.636766";"X6.324555";"X7.096268";"X7.962143";"X8.933672";"X10.023745";"X11.246826";"X12.619147";"X14.158916";"X15.886565";"X17.825019";"X20.000000";"X22.440369";"X25.178508";"X28.250751";"X31.697864";"X35.565588";"X39.905246";"X44.774423";"X50.237729";"X56.367659";"X63.245553";"X70.962678";"X79.621434";"X89.336718";"X100.237447";"X112.468265";"X126.191469";"X141.589157";"X158.865647";"X178.250188";"X200.000000";"X224.403691";"X251.785082";"X282.507509";"X316.978638";"X355.655882";"X399.052463";"X447.744228";"X502.377286";"X563.676586";"X632.455532";"X709.626778";"X796.214341";"X893.367184";"X1002.374467";"X1124.682650";"X1261.914689";"X1415.891569";"X1588.656469";"X1782.501876";"X2000.000000"
"21";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"1";300;500;TRUE;"dry";"21";1980;14224;129474;58690;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088187;0.134967;0.200824;0.261773;0.336748;0.418402;0.509333;0.608387;0.71559;0.830769;0.950871;1.077675;1.20471;1.334225;1.460062;1.582791;1.69994;1.810272;1.915324;2.012425;2.105399;2.191363;2.274271;2.354312;2.434146;2.516176;2.599999;2.687772;2.774328;2.859112;2.934187;2.994671;3.033769;3.046202;3.027935;2.978144;2.895254;2.784485;2.647274;2.49092;2.320933;2.142353;1.965318;1.790062;1.628173;1.477498;1.344412;1.226887;1.124517;1.036021;0.957138;0.887331;0.82189;0.761677;0.704467;0.651899;0.604469;0.562546;0.527929;0.500905;0.483346;0.473958;0.470496;0.467654;0.458811;0.437536;0.398469;0.342008;0.268257;0.194035;0.117268;0.056022;0.012723;0;0
"22";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"1";300;500;TRUE;"dry";"22";1908;13144;101265;40627;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091222;0.14006;0.209337;0.273423;0.352371;0.438422;0.534306;0.638796;0.751903;0.873418;1.000091;1.133761;1.267564;1.403818;1.535984;1.664602;1.787008;1.901848;2.010652;2.110612;2.205644;2.292828;2.376274;2.456281;2.535622;2.616723;2.699107;2.784636;2.867905;2.947858;3.016262;3.067812;3.095584;3.09451;3.060723;2.994666;2.895296;2.769738;2.620356;2.455783;2.281969;2.103942;1.93118;1.76326;1.610854;1.471783;1.352031;1.249563;1.163188;1.090065;1.024176;0.962368;0.898417;0.832189;0.761512;0.689425;0.61864;0.551559;0.492185;0.440078;0.396049;0.355915;0.314985;0.265008;0.215112;0.126669;0.065071;0;0;0;0;0;0;0;0
"23";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"1";300;500;TRUE;"dry";"23";1874;12691;99157;40387;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092721;0.142508;0.21333;0.278916;0.359809;0.448086;0.54656;0.653975;0.770337;0.895419;1.025846;1.163467;1.301158;1.441236;1.576907;1.70867;1.833753;1.950766;2.061277;2.162448;2.25822;2.345583;2.428538;2.507232;2.584276;2.66189;2.739478;2.818537;2.89374;2.963677;3.020511;3.059224;3.073758;3.060217;3.015815;2.942433;2.839581;2.714799;2.570035;2.412832;2.247605;2.077623;1.91031;1.743582;1.586867;1.437408;1.301933;1.180075;1.073659;0.9837;0.907922;0.846794;0.795882;0.754375;0.718232;0.685647;0.653606;0.618965;0.580142;0.534104;0.482686;0.421319;0.353783;0.284826;0.183175;0.09822;0;0;0;0;0;0;0;0;0
"24";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"1";300;500;TRUE;"dry";"24";1845;12326;100838;39536;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093473;0.144152;0.21678;0.283948;0.366862;0.457349;0.558266;0.668305;0.787446;0.91543;1.048786;1.189388;1.329956;1.472858;1.611169;1.745412;1.87276;1.991786;2.104039;2.206569;2.303273;2.390988;2.473592;2.551048;2.625753;2.699639;2.771944;2.843818;2.910187;2.969484;3.014556;3.0408;3.042962;3.018009;2.963689;2.882643;2.774355;2.646552;2.500779;2.344177;2.180677;2.013171;1.848787;1.685549;1.532971;1.388915;1.260678;1.148682;1.055092;0.980534;0.922141;0.878234;0.84313;0.813542;0.783917;0.750775;0.710723;0.661097;0.602452;0.53383;0.461251;0.382351;0.303671;0.230825;0.129761;0.064263;0;0;0;0;0;0;0;0;0
"25";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"25";23525;181872;481474;222401;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04497;0.063316;0.074638;0.085492;0.095064;0.103658;0.111958;0.121047;0.13103;0.142581;0.155381;0.169521;0.184706;0.200686;0.217646;0.235071;0.253587;0.272529;0.292573;0.313534;0.335778;0.359742;0.385335;0.413814;0.444702;0.479863;0.519286;0.564693;0.617045;0.676974;0.746596;0.824247;0.912679;1.008078;1.111974;1.221377;1.335661;1.455381;1.578851;1.712373;1.854581;2.015732;2.197865;2.409844;2.656353;2.937408;3.258413;3.603098;3.971085;4.33062;4.666106;4.94146;5.126487;5.192993;5.120527;4.895736;4.534826;4.04863;3.479844;2.861109;2.24638;1.648682;1.131682;0.779246;0.117853;0;0;0;0;0;0
"26";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"26";18160;160046;446425;201569;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05271;0.074659;0.088402;0.102208;0.114558;0.125992;0.137198;0.14936;0.162492;0.177362;0.193531;0.211135;0.22986;0.249466;0.270245;0.291605;0.314333;0.337615;0.362266;0.388025;0.41529;0.444516;0.475465;0.509457;0.545691;0.586111;0.630528;0.680866;0.738287;0.803674;0.879494;0.963875;1.059395;1.161155;1.269619;1.380261;1.491384;1.603049;1.714594;1.834387;1.965318;2.121648;2.309808;2.541064;2.819326;3.139475;3.498886;3.867916;4.233883;4.554285;4.806755;4.957324;4.98669;4.882841;4.651484;4.29833;3.863019;3.361841;2.836639;2.306709;1.804046;1.326225;0.915467;0.634615;0.096283;0;0;0;0;0;0
"27";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"27";13828;135238;391480;173408;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.065435;0.085965;0.10744;0.122886;0.138049;0.152207;0.166198;0.181498;0.198091;0.216932;0.237443;0.259767;0.283445;0.308092;0.333973;0.360279;0.387928;0.415922;0.445294;0.475818;0.508107;0.542874;0.580019;0.62125;0.665602;0.715287;0.769635;0.830325;0.897966;0.972885;1.057343;1.149116;1.251225;1.358955;1.473594;1.59117;1.710462;1.831753;1.953889;2.084768;2.225593;2.38927;2.579887;2.806391;3.070277;3.364772;3.685188;4.002685;4.30324;4.548055;4.71528;4.775402;4.713051;4.520153;4.209475;3.789798;3.308787;2.784202;2.261888;1.762372;1.301026;0.90654;0.454031;0.013752;0;0;0;0;0;0;0
"28";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"28";11743;121902;403758;173235;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0721;0.094836;0.118819;0.13625;0.153532;0.169847;0.186091;0.203898;0.223197;0.24506;0.2688;0.294578;0.321856;0.350159;0.379727;0.409552;0.440595;0.471689;0.504028;0.537514;0.573045;0.611677;0.653507;0.700543;0.75156;0.808725;0.870618;0.9383;1.011489;1.089716;1.174697;1.264148;1.361479;1.463181;1.572002;1.686018;1.805814;1.933164;2.067197;2.215113;2.37454;2.55445;2.752554;2.9715;3.206913;3.44889;3.690522;3.908924;4.094103;4.2218;4.279742;4.253095;4.13579;3.925305;3.63522;3.271759;2.873252;2.451931;2.042245;1.657006;1.308262;1.003987;0.736156;0.509927;0.331308;0.157457;0.06924;0;0;0;0
"29";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"29";9443;98862;320643;136465;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083887;0.110457;0.138672;0.159321;0.17991;0.199441;0.218912;0.240213;0.263209;0.289149;0.317218;0.347622;0.379759;0.413119;0.448049;0.483415;0.520399;0.557603;0.596362;0.636375;0.678484;0.723674;0.77185;0.825185;0.88229;0.945743;1.014265;1.089452;1.171425;1.259991;1.357237;1.460361;1.572839;1.689978;1.814199;1.942618;2.075461;2.214455;2.358748;2.516339;2.685011;2.874318;3.081244;3.306783;3.543066;3.775553;3.991229;4.162701;4.27471;4.305107;4.242958;4.0833;3.831954;3.498497;3.11096;2.680694;2.248225;1.822439;1.426315;1.055505;0.769086;0.282656;0;0;0;0;0;0;0;0;0
"30";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"30";8402;91028;314759;130969;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008835;0.055683;0.090428;0.11748;0.148781;0.171705;0.194436;0.216145;0.237817;0.261402;0.286711;0.315082;0.345637;0.378643;0.413496;0.449693;0.487641;0.526119;0.566401;0.606941;0.649169;0.692752;0.738616;0.78785;0.840346;0.898414;0.960425;1.028997;1.102532;1.18254;1.268985;1.36157;1.46242;1.568593;1.683585;1.802447;1.92738;2.05504;2.185062;2.318339;2.453249;2.596428;2.745344;2.908228;3.082458;3.269089;3.461714;3.648585;3.819161;3.951678;4.033976;4.048761;3.986953;3.843921;3.622466;3.327375;2.979166;2.583692;2.17616;1.763372;1.370512;1.000673;0.69226;0.240645;0;0;0;0;0;0;0;0;0
"31";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"31";7710;84576;314960;128620;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009307;0.058712;0.095459;0.124149;0.157537;0.182138;0.206652;0.230151;0.253638;0.27917;0.306513;0.337109;0.370024;0.405568;0.443102;0.482078;0.522915;0.564269;0.607481;0.65086;0.695911;0.742244;0.790812;0.842729;0.897836;0.958485;1.022881;1.093622;1.168904;1.250178;1.337391;1.430385;1.531625;1.638666;1.755662;1.878183;2.008901;2.144224;2.282802;2.423627;2.56194;2.700393;2.8327;2.963464;3.08962;3.213999;3.336316;3.454258;3.56643;3.662358;3.734622;3.767351;3.747177;3.659678;3.496023;3.250788;2.93606;2.556216;2.14857;1.728723;1.328209;0.952935;0.682776;0.338054;0.10297;0.006468;0;0;0;0;0;0;0
"32";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"32";6558;70488;268615;108897;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012875;0.063458;0.104411;0.144764;0.175365;0.206651;0.234414;0.261513;0.28885;0.318244;0.349626;0.384542;0.421958;0.462298;0.504921;0.549305;0.595997;0.64347;0.693206;0.743138;0.794824;0.847662;0.902646;0.96104;1.022826;1.090918;1.163568;1.24388;1.329761;1.422491;1.521368;1.625383;1.736253;1.850327;1.971146;2.093553;2.220168;2.348075;2.477394;2.609188;2.741429;2.879009;3.016858;3.159183;3.299772;3.435856;3.559131;3.658898;3.725067;3.743982;3.705933;3.605231;3.437748;3.208777;2.927438;2.603331;2.259347;1.90056;1.558583;1.228731;0.933136;0.663569;0.26381;0.093144;0;0;0;0;0;0;0;0;0
"33";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"33";6452;69954;299294;117641;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013005;0.064102;0.105488;0.146292;0.177276;0.20899;0.237182;0.264744;0.292581;0.322528;0.354495;0.390036;0.428079;0.469037;0.512247;0.557177;0.604398;0.652393;0.702693;0.753223;0.805554;0.859051;0.91469;0.973709;1.036037;1.104539;1.177386;1.257619;1.343083;1.435012;1.532693;1.635166;1.744236;1.856508;1.975711;2.096972;2.222975;2.350657;2.479649;2.610195;2.739214;2.870138;2.996777;3.121547;3.237372;3.34051;3.423225;3.477367;3.495823;3.472255;3.402668;3.289643;3.134516;2.945922;2.731317;2.495381;2.249523;1.990234;1.73218;1.469716;1.213913;0.966232;0.724169;0.522442;0.281666;0.008845;0;0;0;0;0;0;0
"34";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"34";5816;61556;260289;103565;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039863;0.063593;0.078446;0.100366;0.122848;0.147051;0.173962;0.20286;0.234212;0.268125;0.303966;0.342591;0.382373;0.424447;0.467322;0.511714;0.557329;0.604136;0.653172;0.70322;0.756145;0.809928;0.866287;0.924497;0.985458;1.050296;1.118646;1.193361;1.272209;1.358305;1.449225;1.54624;1.648587;1.755356;1.868654;1.985354;2.109794;2.237274;2.370784;2.506845;2.64435;2.782436;2.916423;3.048256;3.170422;3.28432;3.382705;3.46176;3.514002;3.531847;3.507488;3.436165;3.312746;3.142831;2.928244;2.681594;2.414638;2.136844;1.865626;1.601365;1.358344;1.134319;0.928666;0.713916;0.528033;0.271492;0.099841;0.006484;0;0;0;0;0;0;0
"35";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"35";5476;57028;250674;98555;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041225;0.066063;0.081703;0.104845;0.12855;0.154088;0.182496;0.212987;0.246051;0.281793;0.319539;0.360192;0.402044;0.446303;0.491422;0.538181;0.586306;0.635799;0.687791;0.741004;0.797407;0.854789;0.914859;0.976672;1.041002;1.108859;1.179763;1.256667;1.337397;1.425368;1.518401;1.618071;1.723792;1.83468;1.952829;2.074695;2.204344;2.33628;2.472862;2.609666;2.744721;2.876188;2.998755;3.113253;3.21252;3.297295;3.361787;3.403357;3.417275;3.399734;3.346282;3.256677;3.127452;2.964679;2.768095;2.545742;2.303805;2.047022;1.78896;1.52904;1.283987;1.050705;0.836245;0.634299;0.462633;0.219525;0.063182;0;0;0;0;0;0;0;0
"36";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"1";300;500;FALSE;"wet";"36";5343;56045;248306;98548;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041807;0.0672;0.083251;0.107036;0.13137;0.157592;0.186761;0.218045;0.251945;0.288555;0.327176;0.368722;0.411444;0.456573;0.502535;0.550135;0.599101;0.649442;0.702304;0.756375;0.813637;0.871831;0.932689;0.995265;1.060359;1.129015;1.200785;1.278707;1.360603;1.449921;1.544349;1.645284;1.751826;1.862714;1.979602;2.098651;2.223646;2.349336;2.478337;2.607089;2.734547;2.859852;2.978703;3.092432;3.19398;3.283675;3.354577;3.402522;3.420898;3.404174;3.346575;3.247713;3.104639;2.925704;2.712745;2.476662;2.225365;1.96422;1.706333;1.449896;1.2112;0.986131;0.784418;0.605254;0.443126;0.319126;0.198811;0.061901;0.013808;0;0;0;0;0;0
"37";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"37";2473;20105;131697;51881;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.073284;0.109999;0.159144;0.204719;0.260294;0.32059;0.387645;0.460738;0.540062;0.625693;0.715586;0.811347;0.908395;1.008825;1.108318;1.207784;1.305731;1.401459;1.496489;1.588178;1.679683;1.767413;1.854367;1.939797;2.025832;2.114984;2.207692;2.30834;2.413838;2.527397;2.643627;2.760953;2.874255;2.977964;3.068621;3.138795;3.186011;3.203908;3.189191;3.138183;3.049403;2.922259;2.763431;2.574326;2.371356;2.157865;1.950093;1.754006;1.576973;1.423569;1.291272;1.181727;1.087688;1.009035;0.940348;0.880621;0.826927;0.77541;0.723401;0.665388;0.600676;0.526572;0.44333;0.347832;0.259519;0.132024;0.049818;0;0;0;0;0;0;0;0
"38";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"38";2327;18245;141148;53952;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074753;0.113593;0.167212;0.216648;0.277171;0.342881;0.415937;0.495505;0.581725;0.674614;0.771901;0.875283;0.97979;1.087671;1.194288;1.30062;1.405049;1.506772;1.607285;1.703644;1.798986;1.889416;1.977937;2.063759;2.149096;2.236536;2.326633;2.423644;2.524446;2.631775;2.739933;2.846538;2.945614;3.030781;3.09727;3.137854;3.148913;3.125983;3.066127;2.968727;2.83507;2.667639;2.477235;2.267357;2.057041;1.849848;1.661068;1.494153;1.352769;1.237105;1.14172;1.064693;0.999156;0.944604;0.897993;0.860119;0.829872;0.804421;0.779936;0.749558;0.707894;0.649675;0.571964;0.470876;0.369522;0.21771;0.111138;0.007557;0;0;0;0;0;0;0
"39";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"39";2192;16397;121373;47580;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078586;0.120021;0.177921;0.231221;0.296593;0.367614;0.446598;0.532632;0.625848;0.726253;0.831384;0.943069;1.055928;1.172364;1.287313;1.401724;1.513691;1.62215;1.728461;1.829353;1.928027;2.020492;2.110032;2.196128;2.281325;2.368437;2.458009;2.55394;2.652538;2.755588;2.856423;2.95146;3.03378;3.096613;3.134778;3.142844;3.117749;3.058736;2.964788;2.838862;2.684465;2.505693;2.313967;2.11207;1.916953;1.730231;1.56399;1.419452;1.298195;1.198838;1.11528;1.044783;0.980405;0.921282;0.864034;0.809459;0.757253;0.706416;0.65711;0.606249;0.553277;0.494444;0.426963;0.344832;0.265621;0.141119;0.058345;0;0;0;0;0;0;0;0
"40";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"40";2071;14771;111018;44511;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081667;0.125497;0.18766;0.244887;0.315323;0.392041;0.477548;0.570859;0.672101;0.781251;0.89558;1.016997;1.13955;1.26571;1.389826;1.512767;1.632341;1.747345;1.859221;1.964596;2.066857;2.161851;2.252845;2.339095;2.422925;2.506823;2.591095;2.679122;2.76725;2.856711;2.941123;3.01671;3.076764;3.114902;3.125723;3.105085;3.049765;2.961407;2.839894;2.690602;2.518507;2.328759;2.133216;1.934203;1.7478;1.574868;1.425908;1.300901;1.199852;1.119599;1.052704;0.994379;0.937014;0.878957;0.817045;0.753003;0.688358;0.624268;0.563623;0.505406;0.45189;0.400885;0.351513;0.299078;0.249407;0.17836;0.122594;0.008584;0;0;0;0;0;0;0
"41";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"41";2015;14060;105194;40588;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083405;0.128542;0.192992;0.252313;0.325429;0.405137;0.494039;0.591106;0.696456;0.810052;0.92903;1.055339;1.182743;1.313747;1.442397;1.569495;1.692665;1.81058;1.924656;2.031467;2.134506;2.229691;2.320421;2.406007;2.488718;2.570817;2.652258;2.7358;2.817422;2.897646;2.970042;3.030757;3.073652;3.093423;3.08569;3.048382;2.979233;2.881698;2.756201;2.608409;2.442666;2.26306;2.079551;1.892922;1.717015;1.551746;1.40681;1.282779;1.181036;1.100433;1.035734;0.983592;0.93675;0.892007;0.844183;0.791673;0.732965;0.666771;0.594789;0.51568;0.435839;0.351827;0.270255;0.196634;0.086497;0.034421;0;0;0;0;0;0;0;0;0
"42";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"42";1974;13540;106310;42369;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084289;0.130377;0.196716;0.257741;0.333067;0.415247;0.506958;0.60713;0.715875;0.833139;0.955948;1.086297;1.217722;1.352775;1.485265;1.615958;1.742322;1.862905;1.979058;2.08723;2.190904;2.285942;2.375723;2.459534;2.539602;2.618095;2.694951;2.772658;2.84727;2.918909;2.981265;3.030324;3.060113;3.065712;3.042946;2.990887;2.907637;2.798181;2.663656;2.510876;2.344706;2.169388;1.994141;1.818688;1.654676;1.500492;1.363675;1.243565;1.140847;1.054636;0.980608;0.917792;0.861475;0.811793;0.765977;0.723987;0.684095;0.643744;0.601579;0.554274;0.501664;0.443077;0.376708;0.295491;0.237152;0.094566;0;0;0;0;0;0;0;0;0
"43";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"43";1937;13071;105069;40985;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085494;0.132479;0.200395;0.262901;0.340145;0.424506;0.518735;0.621742;0.733643;0.854386;0.9809;1.115229;1.250692;1.389885;1.526376;1.660884;1.790707;1.91424;2.03272;2.142395;2.246672;2.341314;2.429701;2.51116;2.58791;2.662009;2.733339;2.804042;2.8703;2.931877;2.982814;3.019185;3.035564;3.027805;2.992365;2.929553;2.837881;2.723224;2.586823;2.435493;2.273668;2.105044;1.937945;1.771645;1.616868;1.471914;1.343843;1.232127;1.137586;1.059471;0.993677;0.938593;0.888791;0.842914;0.797105;0.750586;0.702091;0.650277;0.595645;0.535644;0.473024;0.402628;0.328612;0.256047;0.150344;0.076427;0;0;0;0;0;0;0;0;0
"44";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"44";1918;12957;116999;44152;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08586;0.133312;0.202209;0.265609;0.344022;0.429693;0.525409;0.630048;0.743712;0.866321;0.99473;1.130975;1.268233;1.409075;1.54692;1.682418;1.812764;1.93629;2.054192;2.162749;2.265359;2.357893;2.443703;2.522154;2.595398;2.665351;2.731808;2.796579;2.855919;2.909237;2.950773;2.976627;2.981831;2.96298;2.917263;2.846318;2.749359;2.633175;2.499136;2.353618;2.199998;2.040627;1.882062;1.722457;1.571519;1.427622;1.298416;1.184717;1.089012;1.012242;0.95194;0.907414;0.874163;0.850068;0.830679;0.81265;0.791478;0.762361;0.722083;0.666315;0.597821;0.512994;0.41978;0.32739;0.200352;0.104821;0;0;0;0;0;0;0;0;0
"45";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"45";1893;12643;111831;42297;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086387;0.134581;0.205031;0.269772;0.349899;0.437438;0.535217;0.642074;0.758094;0.883183;1.014125;1.152996;1.29285;1.436316;1.576701;1.714661;1.847312;1.972901;2.092548;2.20236;2.305628;2.398046;2.482831;2.559225;2.629254;2.694685;2.755324;2.812768;2.863638;2.907265;2.938536;2.953909;2.949096;2.921385;2.868408;2.792416;2.692727;2.576386;2.444806;2.304401;2.158537;2.009584;1.863638;1.718781;1.583387;1.45534;1.340593;1.238778;1.150951;1.077001;1.013842;0.960977;0.914261;0.873115;0.834097;0.795702;0.754999;0.708588;0.655064;0.591164;0.520961;0.440974;0.35782;0.277987;0.164529;0.084151;0;0;0;0;0;0;0;0;0
"46";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"46";1867;12345;116290;44908;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087001;0.135916;0.207826;0.273861;0.355653;0.445036;0.544882;0.654001;0.772463;0.900165;1.033816;1.17553;1.31821;1.464526;1.607623;1.748117;1.882986;2.010333;2.131153;2.241405;2.344307;2.435534;2.518288;2.591866;2.658301;2.719306;2.774689;2.825766;2.869322;2.904436;2.92635;2.931684;2.916679;2.879301;2.817718;2.735053;2.630874;2.51265;2.381695;2.244193;2.103045;1.960034;1.820243;1.680738;1.5484;1.420036;1.300756;1.190123;1.090038;1.002236;0.925806;0.863525;0.813654;0.777936;0.75439;0.74166;0.735439;0.729688;0.717645;0.691819;0.647262;0.582506;0.496427;0.384959;0.297867;0.115254;0;0;0;0;0;0;0;0;0
"47";"OO2";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"1";300;500;TRUE;"wet";"47";1832;11836;102044;41393;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088384;0.13832;0.212019;0.279739;0.363722;0.455597;0.55833;0.670699;0.792776;0.924441;1.062278;1.208422;1.355503;1.506195;1.653355;1.797536;1.935571;2.065494;2.188323;2.299986;2.403749;2.495222;2.577542;2.649875;2.714096;2.77171;2.822472;2.867562;2.904168;2.931465;2.945359;2.942876;2.920925;2.878136;2.813179;2.729583;2.626887;2.512115;2.385783;2.252765;2.114712;1.972398;1.83055;1.686718;1.549267;1.416445;1.294878;1.18463;1.087097;1.002466;0.927585;0.862683;0.803981;0.752572;0.706494;0.666684;0.632237;0.601026;0.570946;0.537561;0.498542;0.450583;0.391685;0.317837;0.245734;0.133441;0.059086;0;0;0;0;0;0;0;0
